Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Estimates Start After
Tanzania,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",11.027,12.131,12.958,13.789,14.772,15.94,17.334,18.811,20.331,21.931,24.355,25.7,26.44,27.392,28.416,30.047,31.988,33.687,35.329,37.574,40.309,43.664,47.415,51.366,56.553,62.078,66.938,74.554,80.235,85.198,91.672,100.984,108.212,118.108,128.725,139.149,150.451,162.51,175.929,191.536,208.07,2016
Thailand,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",74.852,86.776,97.07,106.502,116.7,125.981,135.629,152.214,178.521,208.142,241.029,270.119,301.775,335.725,370.315,408.78,439.794,435.059,406.371,431.088,460.361,486.661,524.758,572.93,625.358,671.84,726.559,786.628,815.766,816.308,887.869,914.029,999.032,"1,043.88","1,074.10","1,118.37","1,167.71","1,236.35","1,323.21","1,403.55","1,483.08",2017
Timor-Leste,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.8,1.951,1.844,1.865,2.986,4.184,6.107,6.596,7.397,7.001,7,7.992,8.55,7.743,5.834,7.128,7.265,7.426,7.401,7.892,8.224,2016
Togo,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.141,2.263,2.314,2.281,2.502,2.677,2.82,2.818,3.212,3.475,3.818,3.924,3.884,3.328,3.872,4.732,4.632,4.891,4.834,5.028,5.091,5.245,5.532,6.014,6.115,6.011,6.357,6.451,6.844,7.278,7.812,8.485,9.214,9.949,10.737,11.475,12.192,12.971,13.902,14.915,16.005,2015
Tonga,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.068,0.084,0.101,0.111,0.166,0.181,0.201,0.209,0.209,0.219,0.238,0.261,0.257,0.263,0.273,0.292,0.297,0.293,0.306,0.318,0.328,0.346,0.36,0.37,0.384,0.398,0.4,0.408,0.427,0.443,0.462,0.481,0.484,0.49,0.514,0.538,0.566,0.591,0.622,0.671,0.716,2017
Trinidad and Tobago,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",7.597,8.696,9.584,8.934,8.724,8.629,8.514,8.327,8.282,8.536,8.989,9.582,10.79,10.971,11.605,12.3,13.419,14.677,16.048,17.587,19.221,20.368,22.17,25.716,28.344,30.949,36.408,38.977,41.04,39.359,41.196,41.975,42.032,43.924,44.223,45.462,43.167,42.845,44.279,45.622,47.218,2017
Tunisia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",13.867,16.017,16.925,18.41,20.167,21.985,22.101,24.166,25.036,26.688,29.646,31.917,35.259,36.988,39.148,41.037,44.653,48.023,50.974,54.822,58.457,62.006,63.821,68.063,74.253,79.236,85.915,94.142,100.04,103.871,108.771,108.913,115.44,120.843,126.788,129.622,132.491,137.65,144.222,151.566,159.707,2017
Turkey,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",155.853,178.045,195.528,212.853,235.579,253.38,276.423,311.662,329.497,343.282,389.089,405.974,440.075,486.733,470.003,514.359,560.479,613.063,639.136,626.389,682.914,656.281,709.532,763.239,859.377,965.985,"1,065.98","1,149.68","1,181.94","1,134.93","1,245.60","1,412.94","1,509.02","1,665.88","1,785.10","1,913.99","1,996.52","2,185.86","2,314.40","2,372.53","2,480.13",2017
Turkmenistan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11.88,10.945,9.245,8.759,8.322,7.509,8.102,9.575,11.609,14.282,16.796,20.033,23.594,27.502,31.442,35.856,41.945,44.856,49.536,58.014,65.661,73.603,82.755,89.037,95.591,103.71,112.659,121.544,130.149,2017
Tuvalu,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.022,0.022,0.025,0.024,0.024,0.024,0.026,0.028,0.031,0.03,0.029,0.032,0.031,0.033,0.034,0.038,0.04,0.042,0.044,0.047,0.05,2015
Uganda,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",4.701,5.344,6.14,6.693,6.726,6.731,6.931,7.387,8.282,9.157,10.117,10.646,11.525,12.587,13.845,15.432,16.751,17.827,19.123,20.942,22.253,24.735,26.899,29.086,31.603,35.848,39.537,43.873,49.39,53.782,58.58,63.883,66.567,70.927,75.565,80.704,83.482,89.19,96.658,104.743,113.367,2016
Ukraine,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,319.748,278.882,219.991,197.332,181.15,178.422,177.155,179.349,194.234,216.81,232,258.797,297.112,315.775,349.964,388.891,405.349,346.616,351.571,378.532,386.713,393.393,374.571,341.579,353.741,369.566,391.532,410.809,431.302,2017
United Arab Emirates,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",75.278,89.012,87.718,86.368,93.467,93.992,77.409,83.531,84.208,101.277,129.823,137.088,144.552,147.935,162.218,176.517,189.348,209.088,213.114,224.3,257.586,266.615,277.546,307.615,346.15,374.302,423.542,448.974,472.42,451.133,463.667,506.158,539.001,576.172,612.898,650.826,677.602,696.008,732.861,775.883,819.311,2017
United Kingdom,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",498.662,541.632,586.659,635.373,673.285,723.721,761.477,821.673,899.632,958.92,"1,002.16","1,024.79","1,052.03","1,104.16","1,171.67","1,225.60","1,279.69","1,357.64","1,418.79","1,485.54","1,571.19","1,651.26","1,719.32","1,809.73","1,902.08","2,023.08","2,137.42","2,250.71","2,286.55","2,206.14","2,270.04","2,355.57","2,435.50","2,528.94","2,652.74","2,744.09","2,823.72","2,925.06","3,033.68","3,144.55","3,253.10",2017
United States,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,857.33","3,207.03","3,343.80","3,634.03","4,037.65","4,339.00","4,579.63","4,855.25","5,236.43","5,641.60","5,963.13","6,158.13","6,520.33","6,858.55","7,287.25","7,639.75","8,073.13","8,577.55","9,062.83","9,630.70","10,252.35","10,581.83","10,936.45","11,458.25","12,213.73","13,036.63","13,814.60","14,451.88","14,712.83","14,448.93","14,992.05","15,542.60","16,197.05","16,784.83","17,521.75","18,219.30","18,707.15","19,485.40","20,513.00","21,482.41","22,289.31",2017
Uruguay,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",12.499,13.941,13.42,13.488,13.822,14.47,16.068,17.772,18.668,19.615,20.409,21.846,24.116,25.344,27.769,27.941,30.04,32.101,33.851,33.322,33.462,33.012,31.17,32.488,34.91,38.448,41.235,45.112,49.29,51.773,56.464,60.619,63.967,68.108,71.645,72.679,74.715,78.158,81.573,85.977,90.595,2017
Uzbekistan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,38.372,38.378,37.159,37.597,38.936,41.667,43.948,46.499,49.345,52.545,55.512,58.917,64.981,71.695,79.405,89.284,99.212,108.066,118.618,131.147,144.623,158.933,174.895,190.73,207.855,223.032,239.623,256.964,276.265,2017
Vanuatu,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.11,0.125,0.136,0.145,0.165,0.172,0.175,0.174,0.177,0.187,0.217,0.231,0.243,0.25,0.279,0.288,0.3,0.32,0.327,0.333,0.361,0.356,0.343,0.364,0.389,0.422,0.472,0.51,0.553,0.576,0.592,0.612,0.635,0.658,0.686,0.695,0.727,0.772,0.82,0.866,0.909,2016
Venezuela,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",117.546,127.009,138.424,129.668,141.364,147.1,159.185,170.954,188.505,168.628,186.253,211.288,229.2,235.276,234.654,249.042,253.1,273.868,277.765,264.952,280.862,296.764,274.763,258.16,313.59,356.721,403.799,450.943,483.977,472.05,470.441,500.326,538.611,555.422,543.891,515.509,435.386,381.55,320.138,310.61,310.201,2016
Vietnam,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",23.666,27.407,31.472,35.024,39.336,42.86,45.191,47.489,51.671,57.885,63.083,69.004,76.717,84.879,94.349,105.518,117.486,129.254,138.244,146.935,160.415,175.236,190.612,208.405,230.686,255.824,281.958,310.174,334.11,354.83,382.022,414.339,444.445,476.763,514.851,555.114,596.036,648.742,707.62,769.67,835.327,2017
Yemen,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,26.032,28.606,31.659,33.706,36.74,39.637,42.233,45.209,48.464,51.02,55.385,58.753,62.031,65.55,69.989,76.205,81,85.953,90.821,95.051,103.565,92.285,96.306,102.723,104.469,87.976,76.823,73.632,73.348,85.93,98.99,2008
Zambia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",8.038,9.382,9.671,9.935,10.117,10.566,10.961,11.4,12.896,12.911,13.317,13.676,14.275,14.601,12.928,13.582,14.691,15.514,15.628,16.591,17.623,18.967,20.135,21.934,24.108,26.658,29.635,32.973,36.227,39.869,44.488,47.944,52.576,56.204,59.958,62.369,65.42,68.927,73.22,78.128,83.191,2017
Zimbabwe,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,25.814,25.896,25.355,25.794,24.183,20.636,19.863,18.963,18.842,18.69,15.944,17.253,20.151,23.931,27.71,29.682,31.08,31.859,32.422,34.273,36.344,38.678,41.28,2015
